Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled
114,Friday Aug 12,boxscore,CHC,,STL,W,13,2,,73-41,1,up14.0,Arrieta,Wainwright,,2:59,D,40848,+++++++++++,
115,Saturday Aug 13,boxscore,CHC,,STL,L,4,8,,73-42,1,up13.0,Reyes,Edwards,,2:50,D,41278,-,
116,Sunday Aug 14,boxscore,CHC,,STL,L,4,6,,73-43,1,up12.0,Bowman,Rondon,Oh,3:02,N,41019,--,
117,Tuesday Aug 16 (1),boxscore,CHC,,MIL,W,4,0,,74-43,1,up12.5,Cahill,Garza,Chapman,3:12,D,41148,+,
118,Tuesday Aug 16 (2),boxscore,CHC,,MIL,W,4,1,,75-43,1,up12.5,Hammel,Marinez,Chapman,3:21,N,39420,++,2016-04-27 (Rain)
119,Wednesday Aug 17,boxscore,CHC,,MIL,W,6,1,,76-43,1,up12.5,Lester,Nelson,,2:50,N,40310,+++,
120,Thursday Aug 18,boxscore,CHC,,MIL,W,9,6,,77-43,1,up13.0,Arrieta,Davies,Chapman,3:21,D,41407,++++,
121,Friday Aug 19,boxscore,CHC,@,COL,L-wo,6,7,11,77-44,1,up12.0,Carasiti,Chapman,,3:47,N,43950,-,
122,Saturday Aug 20,boxscore,CHC,@,COL,W,9,2,,78-44,1,up13.0,Cahill,Hoffman,,3:05,N,48113,+,
123,Sunday Aug 21,boxscore,CHC,@,COL,L,4,11,,78-45,1,up12.0,De La Rosa,Hammel,,3:00,D,46206,-,
124,Monday Aug 22,boxscore,CHC,@,SDP,W,5,1,,79-45,1,up12.5,Lester,Jackson,,3:19,N,31707,+,
125,Tuesday Aug 23,boxscore,CHC,@,SDP,W,5,3,,80-45,1,up13.5,Arrieta,Friedrich,Chapman,2:55,N,33614,++,
126,Wednesday Aug 24,boxscore,CHC,@,SDP,W,6,3,,81-45,1,up13.5,Hendricks,Clemens,Chapman,2:55,D,30033,+++,
127,Friday Aug 26,boxscore,CHC,@,LAD,W,6,4,10,82-45,1,up14.0,Wood,Liberatore,Chapman,3:38,N,48609,++++,
128,Saturday Aug 27,boxscore,CHC,@,LAD,L,2,3,,82-46,1,up14.0,Urias,Hammel,Jansen,3:08,D,49522,-,
129,Sunday Aug 28,boxscore,CHC,@,LAD,L,0,1,,82-47,1,up14.0,Blanton,Cahill,Jansen,3:08,D,44745,--,
130,Monday Aug 29,boxscore,CHC,,PIT,W-wo,8,7,13,83-47,1,up14.0,Zastryzny,Locke,,5:03,N,38951,+,
131,Tuesday Aug 30,boxscore,CHC,,PIT,W,3,0,,84-47,1,up14.0,Hendricks,Kuhl,Chapman,2:36,N,38174,++,
132,Wednesday Aug 31,boxscore,CHC,,PIT,W,6,5,,85-47,1,up15.0,Hammel,Vogelsong,Chapman,3:48,N,38137,+++,
133,Thursday Sep 1,boxscore,CHC,,SFG,W,5,4,,86-47,1,up15.5,Smith,Strickland,Edwards,2:54,N,38536,++++,
134,Friday Sep 2,boxscore,CHC,,SFG,W,2,1,,87-47,1,up16.5,Lester,Suarez,,2:37,D,40818,+++++,
135,Saturday Sep 3,boxscore,CHC,,SFG,L,2,3,,87-48,1,up16.5,Bumgarner,Arrieta,Casilla,3:13,D,41250,-,
136,Sunday Sep 4,boxscore,CHC,,SFG,W-wo,3,2,13,88-48,1,up16.5,Cahill,Reynolds,,4:23,D,41293,+,
137,Monday Sep 5,boxscore,CHC,@,MIL,W,7,2,,89-48,1,up16.5,Hendricks,Davies,,2:51,D,43662,++,
138,Tuesday Sep 6,boxscore,CHC,@,MIL,L,5,12,,89-49,1,up15.5,Peralta,Hammel,,2:49,N,32888,-,
139,Wednesday Sep 7,boxscore,CHC,@,MIL,L,1,2,,89-50,1,up15.5,Knebel,Smith,Thornburg,2:54,N,23832,--,
