"","X1","Gm.","Date","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","Orig..Scheduled"
"1737",3477,74,"Monday Jun 18","boxscore","TEX","@","KCR","W",6,3,NA,"30-44",5,NA,"Colon","Kennedy","Kela",03:04:00,"N",18319,"+++",NA
"1738",3478,75,"Tuesday Jun 19","boxscore","TEX","@","KCR","W",4,1,NA,"31-44",5,NA,"Hamels","Hammel","Kela",02:46:00,"N",17789,"++++",NA
"1739",3479,76,"Wednesday Jun 20","boxscore","TEX","@","KCR","W",3,2,NA,"32-44",5,NA,"Bibens-Dirkx","Junis","Diekman",02:53:00,"N",19489,"+++++",NA
"1740",3480,77,"Friday Jun 22","boxscore","TEX","@","MIN","W",8,1,NA,"33-44",5,NA,"Minor","Romero","Chavez",03:01:00,"N",28004,"++++++",NA
"1741",3481,78,"Saturday Jun 23","boxscore","TEX","@","MIN","W",9,6,NA,"34-44",5,NA,"Gallardo","Odorizzi","Kela",03:35:00,"D",23230,"+++++++",NA
"1742",3482,79,"Sunday Jun 24","boxscore","TEX","@","MIN","L",0,2,NA,"34-45",5,NA,"Berrios","Colon","Rodney",02:21:00,"D",23633,"-",NA
"1743",3491,88,"Thursday Jul 5","boxscore","TEX","@","DET","W",7,5,NA,"39-49",5,"18.5","Gallardo","Boyd","Kela",02:55:00,"N",21248,"+",NA
"1744",3492,89,"Friday Jul 6","boxscore","TEX","@","DET","L",1,3,NA,"39-50",5,"19.5","Zimmermann","Colon","Jimenez",02:05:00,"N",27316,"-",NA
"1745",3493,90,"Saturday Jul 7","boxscore","TEX","@","DET","L",2,7,NA,"39-51",5,"20.5","Fiers","Hamels",NA,03:08:00,"D",29174,"--",NA
"1746",3494,91,"Sunday Jul 8","boxscore","TEX","@","DET","W",3,0,NA,"40-51",5,"20.5","Bibens-Dirkx","Fulmer","Kela",02:48:00,"D",22047,"+",NA
"1747",3495,92,"Monday Jul 9","boxscore","TEX","@","BOS","L",0,5,NA,"40-52",5,"20.5","Rodriguez","Minor",NA,02:52:00,"N",36754,"-",NA
"1748",3496,93,"Tuesday Jul 10","boxscore","TEX","@","BOS","L",4,8,NA,"40-53",5,"21.5","Barnes","Gallardo",NA,02:56:00,"N",36883,"--",NA
"1749",3497,94,"Wednesday Jul 11","boxscore","TEX","@","BOS","L",2,4,NA,"40-54",5,"21.5","Sale","Colon","Kimbrel",02:58:00,"N",36920,"---",NA
"1750",3498,95,"Friday Jul 13","boxscore","TEX","@","BAL","W",5,4,NA,"41-54",5,NA,"Hamels","Cobb","Kela",03:08:00,"N",17348,"+",NA
"1751",3499,96,"Saturday Jul 14","boxscore","TEX","@","BAL","L",0,1,NA,"41-55",5,NA,"Brach","Perez","Britton",02:45:00,"N",38328,"-",NA
"1752",3500,97,"Sunday Jul 15","boxscore","TEX","@","BAL","L",5,6,NA,"41-56",5,NA,"Scott","Minor","Britton",03:02:00,"D",18754,"--",NA
"1753",3508,105,"Friday Jul 27","boxscore","TEX","@","HOU","W",11,2,NA,"43-62",5,NA,"Gallardo","Keuchel",NA,03:23:00,"N",42592,"+",NA
"1754",3509,106,"Saturday Jul 28","boxscore","TEX","@","HOU","W",7,3,NA,"44-62",5,NA,"Jurado","Verlander",NA,02:44:00,"N",43093,"++",NA
"1755",3510,107,"Sunday Jul 29","boxscore","TEX","@","HOU","W",4,3,NA,"45-62",5,NA,"Minor","McCullers","Kela",03:01:00,"D",40560,"+++",NA
"1756",3511,108,"Monday Jul 30","boxscore","TEX","@","ARI","W",9,5,NA,"46-62",5,NA,"Butler","Andriese",NA,03:33:00,"N",20639,"++++",NA
"1757",3512,109,"Tuesday Jul 31","boxscore","TEX","@","ARI","L",0,6,NA,"46-63",5,NA,"Godley","Colon",NA,02:45:00,"N",21877,"-",NA
"1758",3520,117,"Thursday Aug 9","boxscore","TEX","@","NYY","L",3,7,NA,"51-66",5,"22.5","Happ","Jurado",NA,02:31:00,"N",43455,"-",NA
"1759",3521,118,"Friday Aug 10","boxscore","TEX","@","NYY","W",12,7,NA,"52-66",5,"21.5","Minor","Tanaka",NA,03:34:00,"N",45198,"+",NA
"1760",3522,119,"Saturday Aug 11","boxscore","TEX","@","NYY","L",3,5,NA,"52-67",5,"21.5","Betances","Martin","Chapman",03:16:00,"D",45933,"-",NA
"1761",3523,120,"Sunday Aug 12","boxscore","TEX","@","NYY","L",2,7,NA,"52-68",5,"21.5","Sabathia","Perez",NA,02:59:00,"D",41304,"--",NA
"1762",3530,127,"Monday Aug 20","boxscore","TEX","@","OAK","L",0,9,NA,"56-71",5,NA,"Fiers","Colon",NA,02:48:00,"N",9341,"-",NA
"1763",3531,128,"Tuesday Aug 21","boxscore","TEX","@","OAK","L",0,6,NA,"56-72",5,NA,"Anderson","Jurado",NA,02:26:00,"N",11579,"--",NA
"1764",3532,129,"Wednesday Aug 22","boxscore","TEX","@","OAK","W",4,2,NA,"57-72",5,NA,"Minor","Jackson","Leclerc",03:03:00,"D",13139,"+",NA
"1765",3533,130,"Friday Aug 24","boxscore","TEX","@","SFG","W",7,6,10,"58-72",5,NA,"Gearrin","Dyson","Leclerc",03:48:00,"N",39845,"++",NA
"1766",3534,131,"Saturday Aug 25","boxscore","TEX","@","SFG","L",3,5,NA,"58-73",5,NA,"Suarez","Perez","Melancon",03:08:00,"D",40287,"-",NA
"1767",3535,132,"Sunday Aug 26","boxscore","TEX","@","SFG","L",1,3,NA,"58-74",5,NA,"Holland","Gallardo","Melancon",02:35:00,"D",39260,"--",NA
"1768",3544,141,"Friday Sep 7","boxscore","TEX","@","OAK","L",4,8,NA,"61-80",5,NA,"Petit","Gallardo",NA,03:17:00,"N",15572,"--",NA
"1769",3545,142,"Saturday Sep 8","boxscore","TEX","@","OAK","L",6,8,NA,"61-81",5,NA,"Buchter","Martin","Treinen",03:25:00,"D",20504,"---",NA
"1770",3546,143,"Sunday Sep 9","boxscore","TEX","@","OAK","L",3,7,NA,"61-82",5,NA,"Kelley","Jurado",NA,02:59:00,"D",27932,"----",NA
"1771",3547,144,"Monday Sep 10","boxscore","TEX","@","LAA","W",5,2,NA,"62-82",5,NA,"Minor","Barria","Leclerc",03:10:00,"N",32891,"+",NA
"1772",3548,145,"Tuesday Sep 11","boxscore","TEX","@","LAA","L",0,1,NA,"62-83",5,NA,"Ramirez","Sampson","Buttrey",02:45:00,"N",33756,"-",NA
"1773",3549,146,"Wednesday Sep 12","boxscore","TEX","@","LAA","L",1,8,NA,"62-84",5,NA,"Pena","Gallardo",NA,02:50:00,"N",33028,"--",NA
"1774",3550,147,"Friday Sep 14","boxscore","TEX","@","SDP","W",4,0,NA,"63-84",5,NA,"Mendez","Erlin",NA,02:42:00,"N",22740,"+",NA
"1775",3551,148,"Saturday Sep 15","boxscore","TEX","@","SDP","W",6,3,NA,"64-84",5,NA,"Jurado","Castillo","Leclerc",03:10:00,"N",28833,"++",NA
"1776",3552,149,"Sunday Sep 16","boxscore","TEX","@","SDP","L-wo",3,7,NA,"64-85",5,NA,"Yates","Springs",NA,03:15:00,"D",22242,"-",NA
"1777",3559,156,"Monday Sep 24","boxscore","TEX","@","LAA","L-wo",4,5,11,"66-90",5,NA,"Cole","Moore",NA,03:12:00,"N",29052,"-",NA
"1778",3560,157,"Tuesday Sep 25","boxscore","TEX","@","LAA","L",1,4,NA,"66-91",5,NA,"Ramirez","Gallardo","Robles",03:01:00,"N",36308,"--",NA
"1779",3561,158,"Wednesday Sep 26","boxscore","TEX","@","LAA","L",2,3,NA,"66-92",5,NA,"Alvarez","Martin","Johnson",02:41:00,"N",35991,"---",NA
"1780",3562,159,"Thursday Sep 27","boxscore","TEX","@","SEA","W",2,0,NA,"67-92",5,"33.5","Jurado","Duke","Leclerc",02:36:00,"N",15799,"+",NA
"1781",3563,160,"Friday Sep 28","boxscore","TEX","@","SEA","L",6,12,NA,"67-93",5,NA,"LeBlanc","Perez",NA,03:47:00,"N",23598,"-",NA
"1782",3564,161,"Saturday Sep 29","boxscore","TEX","@","SEA","L",1,4,NA,"67-94",5,NA,"Vincent","Sampson","Diaz",02:37:00,"N",31780,"--",NA
"1783",3565,162,"Sunday Sep 30","boxscore","TEX","@","SEA","L",1,3,NA,"67-95",5,NA,"Elias","Gallardo","Armstrong",02:14:00,"D",21146,"---",NA
"1784",3573,8,"Friday Apr 6","boxscore","TOR","@","TEX","W",8,5,NA,"5-3",2,"1.5","Estrada","Moore","Osuna",03:06:00,"N",21670,"+",NA
"1785",3574,9,"Saturday Apr 7","boxscore","TOR","@","TEX","L",1,5,NA,"5-4",2,"2.5","Minor","Stroman",NA,02:37:00,"N",26229,"-",NA
"1786",3575,10,"Sunday Apr 8","boxscore","TOR","@","TEX","W",7,4,NA,"6-4",2,"2.5","Garcia","Hamels","Osuna",03:16:00,"D",26902,"+",NA
"1787",3576,11,"Monday Apr 9","boxscore","TOR","@","BAL","W",7,1,NA,"7-4",2,NA,"Happ","Bundy",NA,02:56:00,"N",7915,"++",NA
"1788",3577,12,"Tuesday Apr 10","boxscore","TOR","@","BAL","W",2,1,NA,"8-4",2,NA,"Sanchez","O'Day","Osuna",02:37:00,"N",8640,"+++",NA
"1789",3578,13,"Wednesday Apr 11","boxscore","TOR","@","BAL","L",3,5,NA,"8-5",2,NA,"Gausman","Estrada","Brach",02:57:00,"N",10399,"-",NA
"1790",3579,14,"Friday Apr 13","boxscore","TOR","@","CLE","W",8,4,NA,"9-5",2,"2.5","Barnes","McAllister",NA,03:12:00,"N",25592,"+",NA
"1791",3583,18,"Thursday Apr 19","boxscore","TOR","@","NYY","L",3,4,NA,"12-6",2,NA,"Green","Sanchez","Chapman",03:00:00,"N",36665,"-",NA
"1792",3584,19,"Friday Apr 20","boxscore","TOR","@","NYY","W",8,5,NA,"13-6",2,NA,"Estrada","German","Osuna",03:22:00,"N",39197,"+",NA
"1793",3585,20,"Saturday Apr 21","boxscore","TOR","@","NYY","L",1,9,NA,"13-7",2,NA,"Montgomery","Stroman",NA,02:50:00,"D",40986,"-",NA
"1794",3586,21,"Sunday Apr 22","boxscore","TOR","@","NYY","L",1,5,NA,"13-8",2,NA,"Severino","Garcia",NA,02:47:00,"D",43628,"--",NA
"1795",3593,28,"Monday Apr 30","boxscore","TOR","@","MIN","W",7,5,NA,"16-12",3,NA,"Sanchez","Lynn","Osuna",03:13:00,"N",16456,"++",NA
"1796",3594,29,"Tuesday May 1","boxscore","TOR","@","MIN","W",7,4,10,"17-12",3,NA,"Clippard","Curtiss","Osuna",03:32:00,"N",16245,"+++",NA
"1797",3595,30,"Wednesday May 2","boxscore","TOR","@","MIN","L",0,4,NA,"17-13",3,NA,"Romero","Stroman",NA,02:47:00,"D",16420,"-",NA
"1798",3596,31,"Thursday May 3 (1)","boxscore","TOR","@","CLE","W",13,11,11,"18-13",3,"4.5","Mayza","Olson",NA,04:47:00,"D",NA,"+",NA
"1799",3597,32,"Thursday May 3 (2)","boxscore","TOR","@","CLE","L",4,13,NA,"18-14",3,"4.5","Plutko","Biagini",NA,03:11:00,"D",19008,"-",NA
"1800",3598,33,"Friday May 4","boxscore","TOR","@","TBR","L",2,6,NA,"18-15",3,"5.5","Yarbrough","Happ",NA,02:39:00,"N",11117,"--",NA
"1801",3599,34,"Saturday May 5","boxscore","TOR","@","TBR","L",3,5,NA,"18-16",3,"6.5","Faria","Sanchez","Colome",02:52:00,"N",16297,"---",NA
"1802",3600,35,"Sunday May 6","boxscore","TOR","@","TBR","W",2,1,NA,"19-16",3,"6.5","Tepera","Colome","Osuna",02:56:00,"D",14032,"+",NA
"1803",3607,42,"Tuesday May 15","boxscore","TOR","@","NYM","L",2,12,NA,"21-21",3,"7.5","Syndergaard","Garcia",NA,03:02:00,"N",28967,"---",NA
"1804",3608,43,"Wednesday May 16","boxscore","TOR","@","NYM","W",12,1,NA,"22-21",3,NA,"Happ","Wheeler",NA,03:34:00,"D",28400,"+",NA
"1805",3616,51,"Friday May 25","boxscore","TOR","@","PHI","W",6,5,NA,"24-27",3,NA,"Gaviglio","Eflin","Tepera",02:59:00,"N",21374,"+",NA
"1806",3617,52,"Saturday May 26","boxscore","TOR","@","PHI","L",1,2,NA,"24-28",4,NA,"Dominguez","Biagini","Garcia",02:25:00,"D",26788,"-",NA
"1807",3618,53,"Sunday May 27","boxscore","TOR","@","PHI","W",5,3,NA,"25-28",4,NA,"Happ","Pivetta","Tepera",02:50:00,"D",24182,"+",NA
"1808",3619,54,"Monday May 28","boxscore","TOR","@","BOS","L",3,8,NA,"25-29",4,NA,"Price","Sanchez",NA,02:54:00,"D",34700,"-",NA
"1809",3620,55,"Tuesday May 29","boxscore","TOR","@","BOS","L",3,8,NA,"25-30",4,NA,"Porcello","Estrada","Kimbrel",02:59:00,"N",33380,"--",NA
"1810",3621,56,"Wednesday May 30","boxscore","TOR","@","BOS","L",4,6,NA,"25-31",4,NA,"Rodriguez","Gaviglio","Kimbrel",02:52:00,"D",33451,"---",NA
"1811",3622,57,"Friday Jun 1","boxscore","TOR","@","DET","L",2,5,NA,"25-32",4,"13.5","Hardy","Garcia","Greene",02:52:00,"N",22192,"----",NA
"1812",3623,58,"Saturday Jun 2","boxscore","TOR","@","DET","L",4,7,NA,"25-33",4,"14.5","Coleman","Oh","Jimenez",02:37:00,"D",34674,"-----",NA
"1813",3624,59,"Sunday Jun 3","boxscore","TOR","@","DET","W",8,4,NA,"26-33",4,"14.5","Sanchez","Fulmer",NA,03:02:00,"D",24658,"+",NA
"1814",3631,66,"Monday Jun 11","boxscore","TOR","@","TBR","L",4,8,NA,"30-36",4,"14.5","Yarbrough","Gaviglio",NA,02:34:00,"N",10769,"-",NA
"1815",3632,67,"Tuesday Jun 12","boxscore","TOR","@","TBR","L",1,4,NA,"30-37",4,"15.5","Pruitt","Garcia","Romo",02:41:00,"N",11162,"--",NA
"1816",3633,68,"Wednesday Jun 13","boxscore","TOR","@","TBR","L-wo",0,1,NA,"30-38",4,"16.5","Castillo","Tepera",NA,03:00:00,"D",10847,"---",NA
"1817",3639,74,"Thursday Jun 21","boxscore","TOR","@","LAA","L",5,8,NA,"34-40",3,NA,"Ramirez","Axford","Anderson",03:03:00,"N",30416,"-",NA
"1818",3640,75,"Friday Jun 22","boxscore","TOR","@","LAA","L",1,2,NA,"34-41",4,NA,"Heaney","Estrada","Parker",02:17:00,"N",38028,"--",NA
"1819",3641,76,"Saturday Jun 23","boxscore","TOR","@","LAA","W",4,1,NA,"35-41",4,NA,"Oh","Anderson","Tepera",03:07:00,"N",40612,"+",NA
"1820",3642,77,"Sunday Jun 24","boxscore","TOR","@","LAA","W",7,6,10,"36-41",4,NA,"Tepera","Robles","Clippard",03:33:00,"D",33102,"++",NA
"1821",3643,78,"Monday Jun 25","boxscore","TOR","@","HOU","W",6,3,NA,"37-41",4,NA,"Happ","Verlander","Oh",03:10:00,"N",28791,"+++",NA
"1822",3644,79,"Tuesday Jun 26","boxscore","TOR","@","HOU","L",0,7,NA,"37-42",4,NA,"Morton","Borucki",NA,02:42:00,"N",38700,"-",NA
"1823",3645,80,"Wednesday Jun 27","boxscore","TOR","@","HOU","L-wo",6,7,NA,"37-43",4,"16.5","Harris","Tepera",NA,02:55:00,"D",39191,"--",NA
"1824",3655,90,"Tuesday Jul 10","boxscore","TOR","@","ATL","W",6,2,NA,"42-48",4,"20.5","Stroman","Minter",NA,02:58:00,"N",31747,"+",NA
"1825",3656,91,"Wednesday Jul 11","boxscore","TOR","@","ATL","L",5,9,NA,"42-49",4,"21.5","Foltynewicz","Gaviglio",NA,02:58:00,"N",27839,"-",NA
"1826",3657,92,"Thursday Jul 12","boxscore","TOR","@","BOS","L",4,6,NA,"42-50",4,"22.5","Price","Happ","Kimbrel",03:19:00,"N",37182,"--",NA
"1827",3658,93,"Friday Jul 13","boxscore","TOR","@","BOS","W",13,7,NA,"43-50",4,"21.5","Petricka","Porcello",NA,03:43:00,"N",37018,"+",NA
"1828",3659,94,"Saturday Jul 14","boxscore","TOR","@","BOS","L-wo",2,6,10,"43-51",4,"22.5","Kimbrel","Rowley",NA,03:32:00,"D",36390,"-",NA
"1829",3660,95,"Sunday Jul 15","boxscore","TOR","@","BOS","L",2,5,NA,"43-52",4,"23.5","Workman","Stroman","Kimbrel",03:12:00,"D",36940,"--",NA
"1830",3667,102,"Friday Jul 27","boxscore","TOR","@","CHW","W",10,5,NA,"47-55",4,"23.5","Stroman","Lopez",NA,03:05:00,"N",20524,"+",NA
"1831",3668,103,"Saturday Jul 28","boxscore","TOR","@","CHW","L",5,9,NA,"47-56",4,"24.5","Minaya","Tepera",NA,03:11:00,"N",29442,"-",NA
"1832",3669,104,"Sunday Jul 29","boxscore","TOR","@","CHW","W",7,4,NA,"48-56",4,"24.5","Santos","Fry",NA,02:57:00,"D",23836,"+",NA
"1833",3670,105,"Monday Jul 30","boxscore","TOR","@","OAK","L",1,10,NA,"48-57",4,"25.5","Jackson","Estrada",NA,02:59:00,"N",11449,"-",NA
"1834",3671,106,"Tuesday Jul 31","boxscore","TOR","@","OAK","L",2,6,NA,"48-58",4,"25.5","Cahill","Gaviglio",NA,03:10:00,"N",17325,"--",NA
"1835",3672,107,"Wednesday Aug 1","boxscore","TOR","@","OAK","L",3,8,NA,"48-59",4,NA,"Manaea","Stroman",NA,03:04:00,"D",17058,"---",NA
"1836",3673,108,"Thursday Aug 2","boxscore","TOR","@","SEA","W",7,3,NA,"49-59",4,NA,"Hauschild","Nicasio",NA,03:01:00,"N",26110,"+",NA
"1837",3674,109,"Friday Aug 3","boxscore","TOR","@","SEA","W",7,2,NA,"50-59",4,NA,"Borucki","Gonzales",NA,02:23:00,"N",30715,"++",NA
"1838",3675,110,"Saturday Aug 4","boxscore","TOR","@","SEA","W",5,1,NA,"51-59",4,NA,"Estrada","Paxton",NA,02:34:00,"N",41238,"+++",NA
"1839",3676,111,"Sunday Aug 5","boxscore","TOR","@","SEA","L",3,6,NA,"51-60",4,NA,"Duke","Biagini","Diaz",02:37:00,"D",40515,"-",NA
"1840",3683,118,"Monday Aug 13","boxscore","TOR","@","KCR","L",1,3,NA,"53-65",4,NA,"Keller","Reid-Foley","Peralta",02:42:00,"N",14721,"-",NA
"1841",3684,119,"Tuesday Aug 14","boxscore","TOR","@","KCR","W",6,5,NA,"54-65",4,NA,"Petricka","Boyer","Giles",03:06:00,"N",13680,"+",NA
"1842",3685,120,"Wednesday Aug 15","boxscore","TOR","@","KCR","W",6,5,NA,"55-65",4,NA,"Estrada","Lopez","Giles",02:39:00,"N",14391,"++",NA
"1843",3686,121,"Thursday Aug 16","boxscore","TOR","@","KCR","L",2,6,NA,"55-66",4,NA,"Flynn","Gaviglio",NA,02:43:00,"N",14894,"-",NA
"1844",3687,122,"Friday Aug 17","boxscore","TOR","@","NYY","L",5,7,7,"55-67",4,NA,"Green","Biagini","Robertson",02:32:00,"N",42121,"--",NA
"1845",3688,123,"Saturday Aug 18","boxscore","TOR","@","NYY","L",6,11,NA,"55-68",4,"32.5","Severino","Reid-Foley",NA,03:29:00,"D",44778,"---",NA
"1846",3689,124,"Sunday Aug 19","boxscore","TOR","@","NYY","L",2,10,NA,"55-69",4,"32.5","Happ","Borucki",NA,03:18:00,"D",43176,"----",NA
"1847",3696,131,"Monday Aug 27","boxscore","TOR","@","BAL","L",0,7,NA,"60-71",4,"29.5","Hess","Gaviglio",NA,02:49:00,"N",15436,"--",NA
"1848",3697,132,"Tuesday Aug 28","boxscore","TOR","@","BAL","L",5,12,NA,"60-72",4,NA,"Rogers","Pannone",NA,03:02:00,"N",11762,"---",NA
"1849",3698,133,"Wednesday Aug 29","boxscore","TOR","@","BAL","L",5,10,NA,"60-73",4,NA,"Gilmartin","Barnes","Givens",03:22:00,"N",11834,"----",NA
"1850",3699,134,"Friday Aug 31","boxscore","TOR","@","MIA","W",6,5,NA,"61-73",4,NA,"Biagini","Steckenrider","Giles",03:11:00,"N",8871,"+",NA
"1851",3700,135,"Saturday Sep 1","boxscore","TOR","@","MIA","L",3,6,NA,"61-74",4,NA,"Chen","Estrada",NA,02:37:00,"N",11174,"-",NA
"1852",3701,136,"Sunday Sep 2","boxscore","TOR","@","MIA","W",6,1,NA,"62-74",4,NA,"Reid-Foley","Brigham",NA,02:51:00,"D",9617,"+",NA
"1853",3709,144,"Tuesday Sep 11","boxscore","TOR","@","BOS","L",2,7,NA,"65-79",4,"33.5","Brasier","Tepera",NA,03:08:00,"N",34747,"-",NA
"1854",3710,145,"Wednesday Sep 12","boxscore","TOR","@","BOS","L",0,1,NA,"65-80",4,NA,"Price","Sanchez","Kimbrel",02:41:00,"N",35178,"--",NA
"1855",3711,146,"Thursday Sep 13","boxscore","TOR","@","BOS","L",3,4,NA,"65-81",4,NA,"Workman","Barnes","Kimbrel",02:50:00,"N",36427,"---",NA
"1856",3712,147,"Friday Sep 14","boxscore","TOR","@","NYY","L",0,11,NA,"65-82",4,NA,"Tanaka","Estrada","Cessa",03:07:00,"N",40138,"----",NA
"1857",3713,148,"Saturday Sep 15","boxscore","TOR","@","NYY","W",8,7,NA,"66-82",4,NA,"Reid-Foley","Sabathia","Giles",03:54:00,"D",43130,"+",NA
"1858",3714,149,"Sunday Sep 16","boxscore","TOR","@","NYY","W",3,2,NA,"67-82",4,NA,"Pannone","Betances","Giles",02:50:00,"D",41758,"++",NA
"1859",3715,150,"Monday Sep 17","boxscore","TOR","@","BAL","W",5,0,NA,"68-82",4,NA,"Borucki","Phillips",NA,02:16:00,"N",8198,"+++",NA
"1860",3716,151,"Tuesday Sep 18","boxscore","TOR","@","BAL","W",6,4,NA,"69-82",4,NA,"Petricka","Bundy","Giles",02:47:00,"N",9096,"++++",NA
"1861",3717,152,"Wednesday Sep 19","boxscore","TOR","@","BAL","L",1,2,NA,"69-83",4,NA,"Wright","Estrada","Givens",02:34:00,"N",11337,"-",NA
"1862",3725,160,"Friday Sep 28","boxscore","TOR","@","TBR","W",7,6,NA,"73-87",4,NA,"Mayza","Alvarado","Giles",03:39:00,"N",12061,"++",NA
"1863",3726,161,"Saturday Sep 29","boxscore","TOR","@","TBR","L",3,4,NA,"73-88",4,NA,"Castillo","Borucki","Romo",02:38:00,"N",13221,"-",NA
"1864",3727,162,"Sunday Sep 30","boxscore","TOR","@","TBR","L",4,9,NA,"73-89",4,NA,"Yarbrough","Gaviglio","Pruitt",03:06:00,"D",13313,"--",NA
"1865",3728,1,"Friday Mar 30","boxscore","WSN","@","CIN","W",2,0,NA,"1-0",1,"Tied","Scherzer","Bailey","Doolittle",03:09:00,"D",43878,"+",NA
"1866",3729,2,"Saturday Mar 31","boxscore","WSN","@","CIN","W",13,7,NA,"2-0",1,"Tied","Strasburg","Castillo",NA,03:16:00,"D",27341,"++",NA
"1867",3730,3,"Sunday Apr 1","boxscore","WSN","@","CIN","W",6,5,NA,"3-0",1,"up 1.0","Gonzalez","Romano","Doolittle",02:47:00,"D",10355,"+++",NA
"1868",3731,4,"Monday Apr 2","boxscore","WSN","@","ATL","W",8,1,NA,"4-0",1,"up 1.5","Roark","Newcomb",NA,02:55:00,"N",25054,"++++",NA
"1869",3732,5,"Tuesday Apr 3","boxscore","WSN","@","ATL","L",6,13,NA,"4-1",1,"up 0.5","Carle","Cole",NA,03:10:00,"N",26782,"-",NA
"1870",3733,6,"Wednesday Apr 4","boxscore","WSN","@","ATL","L",1,7,NA,"4-2",2,"0.5","Foltynewicz","Scherzer",NA,03:06:00,"D",29834,"--",NA
"1871",3744,17,"Monday Apr 16","boxscore","WSN","@","NYM","W",8,6,NA,"8-9",4,"5.0","Cole","Ramos","Madson",03:25:00,"N",22829,"+",NA
"1872",3745,18,"Tuesday Apr 17","boxscore","WSN","@","NYM","W",5,2,NA,"9-9",4,"4.0","Gonzalez","Wheeler","Doolittle",03:11:00,"N",22724,"++",NA
"1873",3746,19,"Wednesday Apr 18","boxscore","WSN","@","NYM","L",5,11,NA,"9-10",4,"5.0","Ramos","Madson",NA,02:51:00,"N",23117,"-",NA
"1874",3747,20,"Friday Apr 20","boxscore","WSN","@","LAD","W",5,2,NA,"10-10",4,"4.5","Scherzer","Kershaw","Doolittle",03:09:00,"N",50211,"+",NA
"1875",3748,21,"Saturday Apr 21","boxscore","WSN","@","LAD","L",0,4,NA,"10-11",4,"4.5","Ryu","Strasburg",NA,02:29:00,"N",50908,"-",NA
"1876",3749,22,"Sunday Apr 22","boxscore","WSN","@","LAD","L",3,4,NA,"10-12",4,"5.0","Fields","Gott","Jansen",03:21:00,"N",51297,"--",NA
"1877",3750,23,"Monday Apr 23","boxscore","WSN","@","SFG","L",2,4,NA,"10-13",4,"5.5","Stratton","Gonzalez","Strickland",02:44:00,"N",36983,"---",NA
"1878",3751,24,"Tuesday Apr 24","boxscore","WSN","@","SFG","L",3,4,NA,"10-14",4,"6.5","Moronta","Roark","Strickland",02:27:00,"N",37147,"----",NA
"1879",3752,25,"Wednesday Apr 25","boxscore","WSN","@","SFG","W",15,2,NA,"11-14",4,"5.5","Scherzer","Samardzija",NA,03:13:00,"D",35126,"+",NA
"1880",3763,36,"Monday May 7","boxscore","WSN","@","SDP","W",8,5,NA,"19-17",4,"1.5","Strasburg","Ross",NA,03:00:00,"N",17296,"++",NA
"1881",3764,37,"Tuesday May 8","boxscore","WSN","@","SDP","W",4,0,NA,"20-17",3,"1.5","Hellickson","Richard",NA,02:31:00,"N",18989,"+++",NA
"1882",3765,38,"Wednesday May 9","boxscore","WSN","@","SDP","L",1,2,NA,"20-18",3,"2.5","Stammen","Gott","Hand",02:50:00,"N",18804,"-",NA
"1883",3766,39,"Thursday May 10","boxscore","WSN","@","ARI","W",2,1,11,"21-18",3,"2.5","Kintzler","Salas","Doolittle",03:42:00,"N",17397,"+",NA
"1884",3767,40,"Friday May 11","boxscore","WSN","@","ARI","W",3,1,NA,"22-18",3,"1.5","Scherzer","Koch","Doolittle",02:24:00,"N",22901,"++",NA
"1885",3768,41,"Saturday May 12","boxscore","WSN","@","ARI","W",2,1,NA,"23-18",3,"1.5","Strasburg","Scribner","Madson",03:17:00,"D",29428,"+++",NA
"1886",3769,42,"Sunday May 13","boxscore","WSN","@","ARI","W",6,4,NA,"24-18",3,"1.5","Madson","Bradley","Doolittle",03:09:00,"N",31906,"++++",NA
"1887",3777,50,"Friday May 25","boxscore","WSN","@","MIA","W",9,5,NA,"28-22",3,"1.5","Scherzer","Wittgren","Doolittle",03:37:00,"N",7512,"+",NA
"1888",3778,51,"Saturday May 26","boxscore","WSN","@","MIA","W",4,1,NA,"29-22",3,"1.0","Miller","Ziegler","Doolittle",02:56:00,"D",11646,"++",NA
"1889",3779,52,"Sunday May 27","boxscore","WSN","@","MIA","W",5,2,NA,"30-22",2,"0.5","Strasburg","Hernandez","Kintzler",03:08:00,"D",11651,"+++",NA
"1890",3780,53,"Monday May 28","boxscore","WSN","@","BAL","W",6,0,NA,"31-22",1,"Tied","Gonzalez","Cobb",NA,02:44:00,"D",36139,"++++",NA
"1891",3781,54,"Tuesday May 29","boxscore","WSN","@","BAL","W",3,2,NA,"32-22",1,"Tied","Hellickson","Bundy","Doolittle",03:14:00,"N",13935,"+++++",NA
"1892",3782,55,"Wednesday May 30","boxscore","WSN","@","BAL","W",2,0,NA,"33-22",1,"up 1.0","Scherzer","Hess","Doolittle",02:34:00,"N",20370,"++++++",NA
"1893",3783,56,"Thursday May 31","boxscore","WSN","@","ATL","L",2,4,NA,"33-23",1,"Tied","Newcomb","Roark","Vizcaino",02:39:00,"N",22380,"-",NA
"1894",3784,57,"Friday Jun 1","boxscore","WSN","@","ATL","L",0,4,NA,"33-24",2,"1.0","Foltynewicz","Strasburg",NA,02:24:00,"N",33845,"--",NA
