"","X1","Gm.","Date","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","Orig..Scheduled"
"1579",3163,84,"Tuesday Jul 3","boxscore","STL","@","ARI","L",2,4,NA,"43-41",3,"6.5","Greinke","Flaherty","Boxberger",02:51:00,"N",25843,"-",NA
"1580",3164,85,"Wednesday Jul 4","boxscore","STL","@","ARI","W",8,4,NA,"44-41",3,"6.5","Mikolas","Hirano",NA,03:47:00,"N",44072,"+",NA
"1581",3165,86,"Thursday Jul 5","boxscore","STL","@","SFG","W",11,2,NA,"45-41",3,"6.5","Weaver","Cueto",NA,02:35:00,"N",38766,"++",NA
"1582",3166,87,"Friday Jul 6","boxscore","STL","@","SFG","L",2,3,NA,"45-42",3,"7.5","Moronta","Brebbia","Smith",02:26:00,"N",37996,"-",NA
"1583",3167,88,"Saturday Jul 7","boxscore","STL","@","SFG","W",3,2,NA,"46-42",3,"6.5","Martinez","Samardzija","Norris",02:51:00,"D",39606,"+",NA
"1584",3168,89,"Sunday Jul 8","boxscore","STL","@","SFG","L",8,13,NA,"46-43",3,"7.5","Bumgarner","Brebbia",NA,03:47:00,"D",38855,"-",NA
"1585",3169,90,"Tuesday Jul 10","boxscore","STL","@","CHW","W",14,2,NA,"47-43",3,"7.0","Mikolas","Covey",NA,03:10:00,"N",23245,"+",NA
"1586",3170,91,"Wednesday Jul 11","boxscore","STL","@","CHW","L",0,4,NA,"47-44",3,"7.0","Rodon","Weaver","Soria",02:46:00,"N",26319,"-",NA
"1587",3174,95,"Thursday Jul 19","boxscore","STL","@","CHC","L",6,9,NA,"48-47",3,"8.5","Duensing","Martinez","Strop",03:29:00,"N",41406,"-",NA
"1588",3175,96,"Friday Jul 20","boxscore","STL","@","CHC","W",18,5,NA,"49-47",3,"7.5","Flaherty","Lester",NA,03:54:00,"D",41077,"+",NA
"1589",3176,97,"Saturday Jul 21 (1)","boxscore","STL","@","CHC","L",2,7,NA,"49-48",3,"7.5","Chatwood","Weaver",NA,03:13:00,"D",41004,"-",NA
"1590",3177,98,"Saturday Jul 21 (2)","boxscore","STL","@","CHC","W",6,3,NA,"50-48",3,"7.5","Tuivailala","Wilson","Norris",03:38:00,"N",41244,"+",NA
"1591",3178,99,"Sunday Jul 22","boxscore","STL","@","CHC","L",2,7,NA,"50-49",4,"8.5","Quintana","Mayers",NA,03:05:00,"D",39737,"-",NA
"1592",3179,100,"Monday Jul 23","boxscore","STL","@","CIN","L-wo",1,2,NA,"50-50",4,"8.5","Hughes","Norris",NA,02:48:00,"N",17518,"--",NA
"1593",3180,101,"Tuesday Jul 24","boxscore","STL","@","CIN","W",4,2,11,"51-50",4,"7.5","Tuivailala","Garrett","Norris",03:32:00,"N",18379,"+",NA
"1594",3181,102,"Wednesday Jul 25","boxscore","STL","@","CIN","L",3,7,NA,"51-51",4,"8.5","Romano","Flaherty",NA,03:11:00,"D",20940,"-",NA
"1595",3189,110,"Friday Aug 3","boxscore","STL","@","PIT","L",6,7,NA,"56-54",4,"7.5","Crick","Hicks","Vazquez",03:34:00,"N",26773,"-",NA
"1596",3190,111,"Saturday Aug 4","boxscore","STL","@","PIT","W",8,4,NA,"57-54",3,"7.5","Hudson","McRae",NA,03:21:00,"N",32473,"+",NA
"1597",3191,112,"Sunday Aug 5","boxscore","STL","@","PIT","W",2,1,NA,"58-54",3,"6.5","Flaherty","Williams","Norris",02:58:00,"D",19376,"++",NA
"1598",3192,113,"Monday Aug 6","boxscore","STL","@","MIA","L",1,2,NA,"58-55",3,"7.5","Chen","Weaver","Guerra",03:04:00,"N",8563,"-",NA
"1599",3193,114,"Tuesday Aug 7","boxscore","STL","@","MIA","W",3,2,NA,"59-55",3,"7.5","Mikolas","Hernandez","Norris",02:34:00,"N",7230,"+",NA
"1600",3194,115,"Wednesday Aug 8","boxscore","STL","@","MIA","W",7,1,NA,"60-55",3,"6.5","Gant","Richards",NA,02:42:00,"N",7306,"++",NA
"1601",3195,116,"Friday Aug 10","boxscore","STL","@","KCR","W",7,0,NA,"61-55",3,"6.5","Gomber","Smith","Poncedeleon",03:04:00,"N",29414,"+++",NA
"1602",3196,117,"Saturday Aug 11","boxscore","STL","@","KCR","W",8,3,NA,"62-55",3,"5.5","Flaherty","Duffy","Hicks",02:56:00,"N",38427,"++++",NA
"1603",3197,118,"Sunday Aug 12","boxscore","STL","@","KCR","W",8,2,NA,"63-55",3,"5.5","Ross","Hammel",NA,03:04:00,"D",23409,"+++++",NA
"1604",3205,126,"Monday Aug 20","boxscore","STL","@","LAD","W",5,3,NA,"69-57",3,"3.5","Cecil","Jansen","Norris",04:10:00,"N",42402,"+",NA
"1605",3206,127,"Tuesday Aug 21","boxscore","STL","@","LAD","W",5,2,NA,"70-57",2,"2.5","Weaver","Ryu","Norris",03:25:00,"N",43923,"++",NA
"1606",3207,128,"Wednesday Aug 22","boxscore","STL","@","LAD","W",3,1,NA,"71-57",2,"2.5","Hudson","Jansen","Hicks",03:02:00,"N",48247,"+++",NA
"1607",3208,129,"Friday Aug 24","boxscore","STL","@","COL","W",7,5,NA,"72-57",2,"3.0","Martinez","Senzatela","Norris",03:31:00,"N",43578,"++++",NA
"1608",3209,130,"Saturday Aug 25","boxscore","STL","@","COL","L",1,9,NA,"72-58",2,"4.0","Ottavino","Hudson",NA,03:02:00,"N",47785,"-",NA
"1609",3210,131,"Sunday Aug 26","boxscore","STL","@","COL","W",12,3,NA,"73-58",2,"4.0","Gomber","Anderson",NA,02:48:00,"D",41235,"+",NA
"1610",3217,138,"Monday Sep 3","boxscore","STL","@","WSN","L-wo",3,4,10,"76-62",3,"5.5","Holland","Shreve",NA,03:51:00,"D",28648,"---",NA
"1611",3218,139,"Tuesday Sep 4","boxscore","STL","@","WSN","W",11,8,NA,"77-62",3,"4.5","Ross","Williams","Hicks",04:10:00,"N",21637,"+",NA
"1612",3219,140,"Wednesday Sep 5","boxscore","STL","@","WSN","W",7,6,NA,"78-62",3,"4.5","Mikolas","Roark","Martinez",03:35:00,"N",22124,"++",NA
"1613",3220,141,"Friday Sep 7","boxscore","STL","@","DET","L-wo",3,5,NA,"78-63",3,"5.5","Greene","Hicks",NA,02:51:00,"N",21268,"-",NA
"1614",3221,142,"Saturday Sep 8","boxscore","STL","@","DET","L-wo",3,4,NA,"78-64",3,"5.0","Greene","Norris",NA,02:56:00,"N",30268,"--",NA
"1615",3222,143,"Sunday Sep 9","boxscore","STL","@","DET","W",5,2,NA,"79-64",3,"4.5","Gant","Fulmer","Martinez",02:41:00,"D",22212,"+",NA
"1616",3230,151,"Monday Sep 17","boxscore","STL","@","ATL","W",11,6,NA,"83-68",3,"5.5","Mikolas","Foltynewicz",NA,03:38:00,"N",24304,"++",NA
"1617",3231,152,"Tuesday Sep 18","boxscore","STL","@","ATL","W",8,1,NA,"84-68",3,"5.5","Gomber","Sanchez",NA,03:18:00,"N",23083,"+++",NA
"1618",3232,153,"Wednesday Sep 19","boxscore","STL","@","ATL","L",3,7,NA,"84-69",3,"5.5","Toussaint","Flaherty",NA,03:09:00,"D",25195,"-",NA
"1619",3239,160,"Friday Sep 28","boxscore","STL","@","CHC","L",4,8,NA,"87-73",3,"7.0","Hendricks","Wainwright",NA,03:07:00,"D",39442,"----",NA
"1620",3240,161,"Saturday Sep 29","boxscore","STL","@","CHC","W",2,1,NA,"88-73",3,"6.0","Mikolas","Hamels","Martinez",02:25:00,"D",40784,"+",NA
"1621",3241,162,"Sunday Sep 30","boxscore","STL","@","CHC","L",5,10,NA,"88-74",3,"7.0","Webster","Flaherty",NA,03:44:00,"D",39275,"-",NA
"1622",3246,5,"Tuesday Apr 3","boxscore","TBR","@","NYY","L",4,11,NA,"1-4",4,"3.5","Kahnle","Pruitt",NA,03:29:00,"D",46776,"----",NA
"1623",3247,6,"Wednesday Apr 4","boxscore","TBR","@","NYY","L",2,7,NA,"1-5",4,"4.0","Severino","Snell",NA,02:44:00,"D",40028,"-----",NA
"1624",3248,7,"Thursday Apr 5","boxscore","TBR","@","BOS","L-wo",2,3,12,"1-6",5,"5.0","Poyner","Kittredge",NA,03:55:00,"D",36134,"------",NA
"1625",3249,8,"Saturday Apr 7","boxscore","TBR","@","BOS","L",3,10,NA,"1-7",5,"6.0","Porcello","Faria",NA,02:48:00,"D",31821,"-------",NA
"1626",3250,9,"Sunday Apr 8","boxscore","TBR","@","BOS","L",7,8,NA,"1-8",5,"7.0","Smith","Colome","Kimbrel",03:50:00,"D",31979,"--------",NA
"1627",3251,10,"Monday Apr 9","boxscore","TBR","@","CHW","W",5,4,NA,"2-8",5,"6.5","Archer","Gonzalez","Colome",03:47:00,"D",10377,"+",NA
"1628",3252,11,"Tuesday Apr 10","boxscore","TBR","@","CHW","W",6,5,NA,"3-8",5,"6.5","Snell","Fulmer","Colome",03:44:00,"D",10069,"++",NA
"1629",3253,12,"Wednesday Apr 11","boxscore","TBR","@","CHW","L",1,2,NA,"3-9",5,"6.5","Rondon","Pruitt","Jones",03:02:00,"D",10431,"-",NA
"1630",3263,22,"Wednesday Apr 25","boxscore","TBR","@","BAL","W",8,4,NA,"9-13",4,"8.5","Kittredge","Cobb",NA,02:53:00,"N",8730,"+++++",NA
"1631",3264,23,"Thursday Apr 26","boxscore","TBR","@","BAL","W",9,5,NA,"10-13",4,"8.5","Archer","Bundy",NA,03:20:00,"N",9596,"++++++",NA
"1632",3265,24,"Friday Apr 27","boxscore","TBR","@","BOS","W",4,3,NA,"11-13",4,"7.5","Snell","Pomeranz","Colome",03:10:00,"N",32620,"+++++++",NA
"1633",3266,25,"Saturday Apr 28","boxscore","TBR","@","BOS","W",12,6,NA,"12-13",4,"6.5","Yarbrough","Price",NA,03:52:00,"D",35795,"++++++++",NA
"1634",3267,26,"Sunday Apr 29","boxscore","TBR","@","BOS","L",3,4,NA,"12-14",4,"7.5","Kimbrel","Colome",NA,03:01:00,"D",32888,"-",NA
"1635",3268,27,"Monday Apr 30","boxscore","TBR","@","DET","W",3,2,NA,"13-14",4,"7.5","Faria","Greene","Alvarado",02:52:00,"N",19398,"+",NA
"1636",3269,28,"Tuesday May 1","boxscore","TBR","@","DET","L",1,2,NA,"13-15",4,"7.5","Boyd","Archer","Greene",02:28:00,"N",17255,"-",NA
"1637",3270,29,"Wednesday May 2","boxscore","TBR","@","DET","L-wo",2,3,12,"13-16",4,"8.5","Saupold","Andriese",NA,03:28:00,"D",20866,"--",NA
"1638",3276,35,"Friday May 11","boxscore","TBR","@","BAL","L",4,9,NA,"15-20",4,"9.5","Gausman","Faria","Brach",02:36:00,"N",28170,"----",NA
"1639",3277,36,"Saturday May 12 (1)","boxscore","TBR","@","BAL","L",3,6,NA,"15-21",4,"10.0","Hess","Archer","Givens",02:27:00,"D",NA,"-----",NA
"1640",3278,37,"Saturday May 12 (2)","boxscore","TBR","@","BAL","W",10,3,NA,"16-21",4,"10.0","Romo","Cobb",NA,02:58:00,"D",24534,"+",NA
"1641",3279,38,"Sunday May 13","boxscore","TBR","@","BAL","L",1,17,NA,"16-22",4,"11.0","Bundy","Snell",NA,03:01:00,"D",25257,"-",NA
"1642",3280,39,"Monday May 14","boxscore","TBR","@","KCR","W",2,1,NA,"17-22",4,"10.5","Yarbrough","Skoglund","Colome",02:33:00,"N",14174,"+",NA
"1643",3281,40,"Tuesday May 15","boxscore","TBR","@","KCR","W",6,5,NA,"18-22",4,"9.5","Venters","Herrera","Colome",02:53:00,"N",21500,"++",NA
"1644",3282,41,"Wednesday May 16","boxscore","TBR","@","KCR","W",5,3,NA,"19-22",4,"9.0","Andriese","Hammel","Colome",02:59:00,"D",19611,"+++",NA
"1645",3283,42,"Thursday May 17","boxscore","TBR","@","LAA","W",7,1,NA,"20-22",4,"9.0","Archer","Skaggs",NA,03:06:00,"N",30487,"++++",NA
"1646",3284,43,"Friday May 18","boxscore","TBR","@","LAA","W",8,3,NA,"21-22",3,"8.0","Snell","Tropeano",NA,03:32:00,"N",40067,"+++++",NA
"1647",3285,44,"Saturday May 19","boxscore","TBR","@","LAA","W",5,3,NA,"22-22",3,"8.0","Yarbrough","Heaney","Colome",03:00:00,"N",37232,"++++++",NA
"1648",3286,45,"Sunday May 20","boxscore","TBR","@","LAA","L",2,5,NA,"22-23",3,"9.0","Ohtani","Andriese","Parker",03:15:00,"D",38560,"-",NA
"1649",3293,52,"Monday May 28","boxscore","TBR","@","OAK","W",1,0,13,"26-26",3,"10.0","Stanek","Hatcher","Venters",03:55:00,"D",10881,"+++",NA
"1650",3294,53,"Tuesday May 29","boxscore","TBR","@","OAK","W",4,3,NA,"27-26",3,"10.0","Snell","Gossett","Romo",02:55:00,"N",7521,"++++",NA
"1651",3295,54,"Wednesday May 30","boxscore","TBR","@","OAK","W",6,0,NA,"28-26",3,"10.0","Eovaldi","Manaea",NA,02:50:00,"N",6705,"+++++",NA
"1652",3296,55,"Thursday May 31","boxscore","TBR","@","OAK","L",3,7,NA,"28-27",3,"10.0","Mengden","Stanek","Treinen",02:37:00,"D",12070,"-",NA
"1653",3297,56,"Friday Jun 1","boxscore","TBR","@","SEA","L-wo",3,4,13,"28-28",3,"10.0","Elias","Andriese",NA,04:16:00,"N",22636,"--",NA
"1654",3298,57,"Saturday Jun 2","boxscore","TBR","@","SEA","L",1,3,NA,"28-29",3,"11.0","Gonzales","Archer","Diaz",02:57:00,"N",28599,"---",NA
"1655",3299,58,"Sunday Jun 3","boxscore","TBR","@","SEA","L",1,2,NA,"28-30",3,"12.0","Hernandez","Alvarado","Diaz",02:40:00,"D",26567,"----",NA
"1656",3300,59,"Tuesday Jun 5","boxscore","TBR","@","WSN","L",2,4,NA,"28-31",3,"13.0","Scherzer","Eovaldi","Doolittle",02:16:00,"N",32165,"-----",NA
"1657",3301,60,"Wednesday Jun 6","boxscore","TBR","@","WSN","L",2,11,NA,"28-32",3,"14.0","Roark","Venters",NA,02:50:00,"D",33106,"------",NA
"1658",3309,68,"Thursday Jun 14","boxscore","TBR","@","NYY","L",3,4,NA,"32-36",3,"15.0","German","Snell","Chapman",02:49:00,"N",45066,"-",NA
"1659",3310,69,"Friday Jun 15","boxscore","TBR","@","NYY","L",0,5,NA,"32-37",3,"15.0","Loaisiga","Eovaldi",NA,02:44:00,"N",45112,"--",NA
"1660",3311,70,"Saturday Jun 16","boxscore","TBR","@","NYY","L",1,4,NA,"32-38",3,"15.5","Severino","Yarbrough","Chapman",02:47:00,"D",46249,"---",NA
"1661",3312,71,"Sunday Jun 17","boxscore","TBR","@","NYY","W",3,1,NA,"33-38",3,"15.0","Roe","Sabathia","Romo",02:45:00,"D",46400,"+",NA
"1662",3313,72,"Monday Jun 18","boxscore","TBR","@","HOU","L-wo",4,5,NA,"33-39",4,"15.5","McHugh","Romo",NA,02:57:00,"N",34151,"-",NA
"1663",3314,73,"Tuesday Jun 19","boxscore","TBR","@","HOU","W",2,1,NA,"34-39",3,"15.5","Snell","Rondon","Romo",03:19:00,"N",37414,"+",NA
"1664",3315,74,"Wednesday Jun 20","boxscore","TBR","@","HOU","L",1,5,NA,"34-40",4,"16.5","Morton","Eovaldi",NA,02:32:00,"N",43409,"-",NA
"1665",3325,84,"Monday Jul 2","boxscore","TBR","@","MIA","L-wo",2,3,10,"42-42",3,"14.0","Rucinski","Stanek",NA,03:05:00,"N",6004,"-",NA
"1666",3326,85,"Tuesday Jul 3","boxscore","TBR","@","MIA","W",9,6,16,"43-42",3,"14.0","Nuno","Graves","Alvarado",05:31:00,"N",6259,"+",NA
"1667",3327,86,"Wednesday Jul 4","boxscore","TBR","@","MIA","L",0,3,NA,"43-43",3,"15.0","Rucinski","Weber","Ziegler",02:28:00,"D",7572,"-",NA
"1668",3328,87,"Friday Jul 6","boxscore","TBR","@","NYM","L-wo",1,5,NA,"43-44",3,"16.0","Familia","Roe",NA,02:43:00,"N",24236,"--",NA
"1669",3329,88,"Saturday Jul 7","boxscore","TBR","@","NYM","W",3,0,NA,"44-44",3,"16.0","Snell","Matz","Romo",02:58:00,"D",32986,"+",NA
"1670",3330,89,"Sunday Jul 8","boxscore","TBR","@","NYM","W",9,0,NA,"45-44",3,"16.0","Eovaldi","Flexen",NA,02:42:00,"D",24653,"++",NA
"1671",3334,93,"Thursday Jul 12","boxscore","TBR","@","MIN","L",1,5,NA,"48-45",3,"17.0","Gibson","Snell","Rodney",02:50:00,"N",25281,"-",NA
"1672",3335,94,"Friday Jul 13","boxscore","TBR","@","MIN","L",8,11,NA,"48-46",3,"17.0","Hildenberger","Eovaldi",NA,03:23:00,"N",28756,"--",NA
"1673",3336,95,"Saturday Jul 14","boxscore","TBR","@","MIN","W",19,6,NA,"49-46",3,"17.0","Schultz","Duke",NA,03:45:00,"D",25094,"+",NA
"1674",3337,96,"Sunday Jul 15","boxscore","TBR","@","MIN","L-wo",7,11,10,"49-47",3,"18.0","Busenitz","Andriese",NA,04:38:00,"D",25561,"-",NA
"1675",3344,103,"Thursday Jul 26","boxscore","TBR","@","BAL","W",4,3,NA,"53-50",3,"17.5","Yarbrough","Cobb","Pruitt",03:03:00,"N",19025,"++",NA
"1676",3345,104,"Friday Jul 27","boxscore","TBR","@","BAL","L",5,15,NA,"53-51",3,"18.5","Cashner","Archer",NA,03:10:00,"N",15649,"-",NA
"1677",3346,105,"Saturday Jul 28","boxscore","TBR","@","BAL","L",2,11,NA,"53-52",3,"19.5","Gausman","Stanek",NA,02:53:00,"N",21526,"--",NA
"1678",3347,106,"Sunday Jul 29","boxscore","TBR","@","BAL","L",5,11,NA,"53-53",3,"20.5","Bundy","Chirinos",NA,03:05:00,"D",22454,"---",NA
"1679",3357,116,"Friday Aug 10","boxscore","TBR","@","TOR","W",7,0,NA,"59-57",3,"22.5","Snell","Estrada",NA,02:27:00,"N",23082,"++",NA
"1680",3358,117,"Saturday Aug 11","boxscore","TBR","@","TOR","W",3,1,NA,"60-57",3,"23.0","Castillo","Gaviglio","Romo",02:56:00,"D",38797,"+++",NA
"1681",3359,118,"Sunday Aug 12","boxscore","TBR","@","TOR","L",1,2,NA,"60-58",3,"24.0","Garcia","Alvarado","Giles",02:34:00,"D",33746,"-",NA
"1682",3360,119,"Tuesday Aug 14","boxscore","TBR","@","NYY","L",1,4,NA,"60-59",3,"25.0","Happ","Wood","Chapman",02:32:00,"N",40393,"--",NA
"1683",3361,120,"Wednesday Aug 15","boxscore","TBR","@","NYY","W",6,1,NA,"61-59",3,"24.0","Yarbrough","Cessa",NA,03:17:00,"N",42716,"+",NA
"1684",3362,121,"Thursday Aug 16","boxscore","TBR","@","NYY","W",3,1,NA,"62-59",3,"23.5","Snell","Tanaka","Kolarek",03:22:00,"D",41033,"++",NA
"1685",3363,122,"Friday Aug 17","boxscore","TBR","@","BOS","L",3,7,NA,"62-60",3,"24.5","Johnson","Chirinos",NA,02:47:00,"N",37012,"-",NA
"1686",3364,123,"Saturday Aug 18","boxscore","TBR","@","BOS","L",2,5,NA,"62-61",3,"25.5","Price","Glasnow","Kimbrel",02:28:00,"N",36654,"--",NA
"1687",3365,124,"Sunday Aug 19","boxscore","TBR","@","BOS","W",2,0,NA,"63-61",3,"24.5","Beeks","Velazquez","Romo",02:47:00,"D",37242,"+",NA
"1688",3373,132,"Tuesday Aug 28","boxscore","TBR","@","ATL","L",5,9,NA,"70-62",3,"20.5","Brach","Roe",NA,03:10:00,"N",21216,"-",NA
"1689",3374,133,"Wednesday Aug 29","boxscore","TBR","@","ATL","W",8,5,NA,"71-62",3,"20.5","Beeks","Newcomb","Alvarado",03:06:00,"N",20876,"+",NA
"1690",3375,134,"Friday Aug 31","boxscore","TBR","@","CLE","L",0,3,NA,"71-63",3,"21.0","Kluber","Glasnow","Hand",02:18:00,"N",25639,"-",NA
"1691",3376,135,"Saturday Sep 1","boxscore","TBR","@","CLE","W",5,3,NA,"72-63",3,"21.0","Snell","Bieber","Kolarek",03:13:00,"N",31816,"+",NA
"1692",3377,136,"Sunday Sep 2","boxscore","TBR","@","CLE","W",6,4,NA,"73-63",3,"20.0","Yarbrough","Carrasco","Alvarado",03:10:00,"D",26535,"++",NA
"1693",3378,137,"Monday Sep 3","boxscore","TBR","@","TOR","W",7,1,NA,"74-63",3,"20.0","Chirinos","Stroman",NA,02:39:00,"N",18034,"+++",NA
"1694",3379,138,"Tuesday Sep 4","boxscore","TBR","@","TOR","W",4,0,NA,"75-63",3,"20.0","Wood","Borucki","Romo",02:38:00,"N",17594,"++++",NA
"1695",3380,139,"Wednesday Sep 5","boxscore","TBR","@","TOR","L",3,10,NA,"75-64",3,"21.0","Sanchez","Glasnow",NA,02:42:00,"N",17872,"-",NA
"1696",3390,149,"Monday Sep 17","boxscore","TBR","@","TEX","W",3,0,NA,"83-66",3,"19.5","Glasnow","Sampson","Romo",02:41:00,"N",21840,"+++",NA
"1697",3391,150,"Tuesday Sep 18","boxscore","TBR","@","TEX","W",4,0,NA,"84-66",3,"18.5","Snell","Gallardo",NA,03:04:00,"N",23523,"++++",NA
"1698",3392,151,"Wednesday Sep 19","boxscore","TBR","@","TEX","W",9,3,NA,"85-66",3,"17.5","Yarbrough","Mendez",NA,02:55:00,"D",25168,"+++++",NA
"1699",3393,152,"Thursday Sep 20","boxscore","TBR","@","TOR","L-wo",8,9,NA,"85-67",3,"18.5","Paulino","Romo",NA,03:13:00,"N",19478,"-",NA
"1700",3394,153,"Friday Sep 21","boxscore","TBR","@","TOR","W",11,3,NA,"86-67",3,"18.5","Beeks","Reid-Foley","Pruitt",03:20:00,"N",21167,"+",NA
"1701",3395,154,"Saturday Sep 22","boxscore","TBR","@","TOR","L",2,5,NA,"86-68",3,"18.5","Pannone","Glasnow","Giles",02:44:00,"D",27648,"-",NA
"1702",3396,155,"Sunday Sep 23","boxscore","TBR","@","TOR","W",5,2,NA,"87-68",3,"17.5","Snell","Borucki","Romo",02:41:00,"D",23944,"+",NA
"1703",3408,5,"Monday Apr 2","boxscore","TEX","@","OAK","L",1,3,NA,"1-4",5,NA,"Hatcher","Jepsen","Treinen",03:10:00,"N",7416,"---",NA
"1704",3409,6,"Tuesday Apr 3","boxscore","TEX","@","OAK","W",4,1,NA,"2-4",4,NA,"Hamels","Graveman","Kela",02:50:00,"N",9157,"+",NA
"1705",3410,7,"Wednesday Apr 4","boxscore","TEX","@","OAK","L",2,6,NA,"2-5",5,NA,"Manaea","Fister",NA,02:23:00,"N",7908,"-",NA
"1706",3411,8,"Thursday Apr 5","boxscore","TEX","@","OAK","W",6,3,NA,"3-5",4,"3.5","Perez","Mengden","Kela",03:10:00,"D",10132,"+",NA
"1707",3418,15,"Friday Apr 13","boxscore","TEX","@","HOU","L",2,3,NA,"4-11",5,NA,"Smith","Jepsen","Devenski",02:50:00,"N",32129,"-----",NA
"1708",3419,16,"Saturday Apr 14","boxscore","TEX","@","HOU","W",6,5,10,"5-11",5,NA,"Kela","Harris","Claudio",03:26:00,"D",40679,"+",NA
"1709",3420,17,"Sunday Apr 15","boxscore","TEX","@","HOU","W",3,1,10,"6-11",5,"7.5","Kela","Rondon","Diekman",03:06:00,"N",31803,"++",NA
"1710",3421,18,"Monday Apr 16","boxscore","TEX","@","TBR","L",4,8,NA,"6-12",5,NA,"Snell","Perez",NA,02:49:00,"N",9363,"-",NA
"1711",3422,19,"Tuesday Apr 17","boxscore","TEX","@","TBR","W",7,2,NA,"7-12",5,NA,"Moore","Chirinos",NA,02:44:00,"N",8972,"+",NA
"1712",3423,20,"Wednesday Apr 18","boxscore","TEX","@","TBR","L",2,4,NA,"7-13",5,NA,"Faria","Hamels","Colome",02:36:00,"D",8657,"-",NA
"1713",3430,27,"Friday Apr 27","boxscore","TEX","@","TOR","W",6,4,NA,"10-17",5,NA,"Minor","Stroman","Kela",02:50:00,"N",26312,"++",NA
"1714",3431,28,"Saturday Apr 28","boxscore","TEX","@","TOR","W",7,4,NA,"11-17",5,NA,"Colon","Garcia","Kela",03:00:00,"D",39176,"+++",NA
"1715",3432,29,"Sunday Apr 29","boxscore","TEX","@","TOR","L",2,7,NA,"11-18",5,NA,"Happ","Perez",NA,02:37:00,"D",31669,"-",NA
"1716",3433,30,"Monday Apr 30","boxscore","TEX","@","CLE","L",5,7,NA,"11-19",5,NA,"Allen","Martin","Beliveau",03:56:00,"N",12851,"--",NA
"1717",3434,31,"Tuesday May 1","boxscore","TEX","@","CLE","W",8,6,12,"12-19",5,NA,"Claudio","Goody",NA,04:05:00,"N",16356,"+",NA
"1718",3435,32,"Wednesday May 2","boxscore","TEX","@","CLE","L",4,12,NA,"12-20",5,NA,"Kluber","Moore",NA,02:41:00,"D",15637,"-",NA
"1719",3443,40,"Friday May 11","boxscore","TEX","@","HOU","W",1,0,NA,"16-24",5,NA,"Hamels","Verlander","Kela",03:08:00,"N",34297,"++",NA
"1720",3444,41,"Saturday May 12","boxscore","TEX","@","HOU","L",1,6,NA,"16-25",5,NA,"Morton","Fister",NA,02:37:00,"N",36482,"-",NA
"1721",3445,42,"Sunday May 13","boxscore","TEX","@","HOU","L",1,6,NA,"16-26",5,NA,"Keuchel","Moore",NA,02:52:00,"D",39405,"--",NA
"1722",3446,43,"Tuesday May 15","boxscore","TEX","@","SEA","L-wo",8,9,11,"16-27",5,"10.5","Goeddel","Claudio",NA,04:26:00,"N",14670,"---",NA
"1723",3447,44,"Wednesday May 16","boxscore","TEX","@","SEA","W",5,1,NA,"17-27",5,"10.5","Colon","Pazos",NA,02:52:00,"D",20629,"+",NA
"1724",3448,45,"Thursday May 17","boxscore","TEX","@","CHW","L",2,4,NA,"17-28",5,NA,"Avilan","Leclerc","Jones",02:54:00,"N",17666,"-",NA
"1725",3449,46,"Friday May 18","boxscore","TEX","@","CHW","W",12,5,NA,"18-28",5,NA,"Chavez","Fulmer",NA,03:52:00,"N",16373,"+",NA
"1726",3450,47,"Saturday May 19","boxscore","TEX","@","CHW","L",3,5,NA,"18-29",5,NA,"Giolito","Jurado","Jones",02:58:00,"N",25611,"-",NA
"1727",3451,48,"Sunday May 20","boxscore","TEX","@","CHW","L",0,3,NA,"18-30",5,NA,"Lopez","Minor","Fry",02:28:00,"D",16829,"--",NA
"1728",3459,56,"Monday May 28","boxscore","TEX","@","SEA","L",1,2,NA,"22-34",5,"13.5","Gonzales","Fister","Diaz",02:32:00,"D",26236,"--",NA
"1729",3460,57,"Tuesday May 29","boxscore","TEX","@","SEA","W",9,5,NA,"23-34",5,"12.5","Claudio","Diaz",NA,03:40:00,"N",13259,"+",NA
"1730",3461,58,"Wednesday May 30","boxscore","TEX","@","SEA","W",7,6,NA,"24-34",5,"11.5","Barnette","Rzepczynski","Kela",03:17:00,"N",13070,"++",NA
"1731",3462,59,"Thursday May 31","boxscore","TEX","@","SEA","L",1,6,NA,"24-35",5,"12.5","LeBlanc","Minor",NA,02:53:00,"N",15630,"-",NA
"1732",3463,60,"Friday Jun 1","boxscore","TEX","@","LAA","L",0,6,NA,"24-36",5,"13.5","Barria","Colon",NA,02:37:00,"N",33511,"--",NA
"1733",3464,61,"Saturday Jun 2","boxscore","TEX","@","LAA","W",3,2,10,"25-36",5,"12.5","Diekman","Alvarez","Kela",03:21:00,"N",44603,"+",NA
"1734",3465,62,"Sunday Jun 3","boxscore","TEX","@","LAA","L",1,3,NA,"25-37",5,"13.5","Skaggs","Fister","Anderson",02:39:00,"D",33541,"-",NA
"1735",3472,69,"Tuesday Jun 12","boxscore","TEX","@","LAD","L",5,12,NA,"27-42",5,NA,"Paredes","Colon","Corcino",03:08:00,"N",48233,"-----",NA
"1736",3473,70,"Wednesday Jun 13","boxscore","TEX","@","LAD","L-wo",2,3,11,"27-43",5,NA,"Liberatore","Chavez",NA,03:49:00,"N",41303,"------",NA
